,ID,ACTIVITY_DATE,TOTAL_STEPS,TOTAL_DISTANCE,MEAN_DAILY_MET,MAX_DAILY_MET,CALORIES,VERY_ACTIVE_DISTANCE,MODERATE_ACTIVE_DISTANCE,LIGHT_ACTIVE_DIST,SEDENTARY_ACTIVE_DIST,VERY_ACTIVE_MINUTES,FAIRLY_ACTIVE_MINUTES,LIGHT_ACTIVE_MINUTES,SEDENTARY_ACTIVE_MINUTES,TOTAL_ACTIVE_MINUTES,TOTAL_ACTIVE_DISTANCE,%_ACTIVE_MINUTES,%_ACTIVE_DISTANCE,Cluster_label
10,1503960366,04/22/2016,12764,8.130000114400001,16.14,93.0,1827,4.7600002289,1.1200000048,2.2400000094999997,0.0,66,27,130,1217,1440.0,1835.1200002432,4.583333333333333,0.25938359498393454,1
11,1503960366,04/23/2016,14371,9.039999961900001,17.21,80.0,1949,2.8099999427999998,0.8700000048000001,5.3600001335,0.0,41,21,262,732,1056.0,1958.0400000811,3.882575757575758,0.14351085486933934,0
12,1503960366,04/24/2016,10039,6.4099998474,15.8,93.0,1788,2.9200000763,0.2099999934,3.2799999713999997,0.0,39,5,238,709,991.0,1794.4100000411001,3.9354187689202824,0.1627275860161902,0
13,1503960366,04/25/2016,15355,9.8000001907,17.78,95.0,2013,5.2899999618999995,0.5699999928,3.9400000572000002,0.0,73,14,216,814,1117.0,2022.8000000119,6.535362578334826,0.26151868508349213,1
14,1503960366,04/26/2016,13755,8.789999961900001,17.4,93.0,1970,2.3299999237,0.9200000167,5.5399999619,0.0,31,23,279,833,1166.0,1978.7899999023,2.6586620926243567,0.1177487213809975,0
15,1503960366,04/27/2016,18134,12.210000037999999,19.06,97.0,2159,6.400000095399999,0.4099999964,5.4099998474,0.0,78,11,243,1108,1440.0,2171.2199999392,5.416666666666667,0.2947651594762031,1
16,1503960366,04/28/2016,13154,8.529999733,16.76,103.0,1898,3.5399999619,1.1599999666,3.7899999619,0.0,48,28,189,782,1047.0,1906.4899998904002,4.584527220630372,0.1856815384346892,1
17,1503960366,04/29/2016,11181,7.150000095399999,16.23,99.0,1837,1.0599999428,0.5,5.5799999237,0.0,16,12,243,815,1086.0,1844.1399998665,1.4732965009208103,0.05747936397869657,0
18,1503960366,04/30/2016,14673,9.25,17.2,88.0,1947,3.5599999427999998,1.4199999571000002,4.2699999809,0.0,52,34,217,712,1015.0,1956.2499998807998,5.123152709359606,0.18198082775805347,1
19,1503960366,05/01/2016,10602,6.809999942799999,16.17,95.0,1820,2.2899999619,1.6000000238,2.9200000763,0.0,33,35,246,730,1044.0,1826.8100000620002,3.1609195402298855,0.12535512515380798,0
20,1503960366,05/02/2016,14727,9.710000038099999,17.82,105.0,2004,3.2100000381,0.5699999928,5.9200000763,0.0,41,15,277,798,1131.0,2013.7000001072,3.6251105216622457,0.1594080567080059,0
21,1503960366,05/03/2016,15103,9.6599998474,17.69,93.0,1990,3.7300000191000002,1.0499999523,4.8800001144,0.0,50,24,254,816,1144.0,1999.6600000858,4.370629370629371,0.18653171133792523,1
22,1503960366,05/04/2016,11100,7.150000095399999,16.17,101.0,1819,2.4600000381,0.8700000048000001,3.8199999332,0.0,36,22,203,1179,1440.0,1826.1499999761,2.5,0.13470963711262468,0
23,1503960366,05/05/2016,14070,8.8999996185,17.42,105.0,1959,2.9200000763,1.0800000429,4.8800001144,0.0,45,24,250,857,1176.0,1967.8800002336002,3.826530612244898,0.1483830353453146,0
24,1503960366,05/06/2016,12159,8.029999733,16.86,107.0,1896,1.9700000286000001,0.25,5.809999942799999,0.0,24,6,289,754,1073.0,1904.0299999714,2.2367194780987885,0.10346475783625211,0
25,1503960366,05/07/2016,11992,7.7100000381,16.19,99.0,1821,2.4600000381,2.1199998856,3.1300001144,0.0,37,46,175,833,1091.0,1828.7100000381,3.3913840513290556,0.13452105790687138,0
26,1503960366,05/08/2016,10060,6.5799999237,15.47,97.0,1740,3.5299999713999997,0.3199999928,2.7300000191000002,0.0,44,8,203,574,829.0,1746.5799999833,5.307599517490953,0.20210926332797535,1
27,1503960366,05/09/2016,12022,7.7199997902,16.17,93.0,1819,3.4500000476999997,0.5299999714,3.7400000094999997,0.0,46,11,206,835,1098.0,1826.7200000286,4.189435336976321,0.1888631014959044,0
28,1503960366,05/10/2016,12207,7.769999980900001,16.53,93.0,1859,3.3499999045999997,1.1599999666,3.2599999905000003,0.0,46,31,214,746,1037.0,1866.7699998617002,4.435872709739633,0.17945434653696946,1
29,1503960366,05/11/2016,12770,8.130000114400001,17.5,101.0,1783,2.5599999428,1.0099999905,4.5500001907,0.0,36,23,251,669,979.0,1791.1200001240002,3.6772216547497445,0.14292732718202966,0
30,1503960366,05/12/2016,12770,8.130000114400001,17.5,101.0,1783,2.5599999428,1.0099999905,4.5500001907,0.0,36,23,251,1440,1440.0,1791.1200001240002,2.057142857142857,0.14292732718202966,0
31,1624580081,04/12/2016,8163,5.309999942799999,11.97,72.0,1432,2.5599999428,1.0099999905,5.309999942799999,0.0,36,23,146,1294,1440.0,1440.8799998761,2.401601067378252,0.17766919819972046,0
32,1624580081,04/13/2016,7007,4.5500001907,11.8,82.0,1411,2.5599999428,1.0099999905,4.5500001907,0.0,36,23,148,1292,1440.0,1419.1200001240002,2.401601067378252,0.18039347923898696,0
33,1624580081,04/14/2016,9107,5.9200000763,13.14,74.0,1572,2.5599999428,1.0099999905,5.9099998474,0.0099999998,36,23,236,1204,1440.0,1581.4799997807002,2.4015850461307666,0.1618736843434624,0
34,1624580081,04/15/2016,1510,0.9800000191,11.23,66.0,1344,2.5599999428,1.0099999905,0.9700000286,0.0099999998,36,23,96,1344,1440.0,1348.5399999619,2.4015850461307666,0.18983492835750718,0
35,1624580081,04/16/2016,5370,3.4900000094999997,12.23,72.0,1463,2.5599999428,1.0099999905,3.4900000094999997,0.0099999998,36,23,176,1264,1440.0,1470.0599999428,2.4015850461307666,0.17414254812045835,0
36,1624580081,04/17/2016,6175,4.059999942799999,12.99,86.0,1554,1.0299999714,1.5199999809,1.4900000094999999,0.0099999998,15,22,127,1276,1440.0,1558.0399999617998,1.0416594329207491,0.06610869884118853,0
37,1624580081,04/18/2016,10536,7.4099998474,13.41,79.0,1604,2.1500000954,0.6200000048,4.6199998856,0.0099999998,17,7,202,1214,1440.0,1611.3899999858,1.1805473573101826,0.13342518542494033,0
38,1624580081,04/19/2016,2916,1.8999999762,12.0,84.0,1435,2.1500000954,0.6200000048,1.8999999762,0.0099999998,17,7,141,1299,1440.0,1439.6700000764,1.161194254137767,0.14933978587356161,0
39,1624580081,04/20/2016,4974,3.2300000191000002,12.08,104.0,1446,2.1500000954,0.6200000048,3.2300000191000002,0.0099999998,17,7,151,1289,1440.0,1452.0000001193,1.161194254137767,0.1480716319024346,0
40,1624580081,04/21/2016,6349,4.1300001144,12.26,102.0,1467,2.1500000954,0.6200000048,4.1100001335,0.0199999996,17,7,186,1254,1440.0,1473.8800002337,1.1611863225915386,0.14587348325909122,0
41,1624580081,04/22/2016,4026,2.6199998856,12.29,66.0,1470,2.1500000954,0.6200000048,2.5999999046,0.0199999996,17,7,199,1241,1440.0,1475.3700000048,1.1611863225915386,0.14572616329415705,0
42,1624580081,04/23/2016,8538,5.5500001907000005,13.06,84.0,1562,2.1500000954,0.6200000048,5.5399999619,0.0099999998,17,7,227,1213,1440.0,1570.3100000621,1.161194254137767,0.13691564693054079,0
43,1624580081,04/24/2016,6076,3.9500000476999997,13.51,88.0,1617,1.1499999762,0.9100000262000001,1.8899999856999998,0.0099999998,16,18,185,1221,1440.0,1620.9499999880998,1.1111033951154659,0.07094604868801893,0
44,1624580081,04/25/2016,6497,4.2199997902,12.47,54.0,1492,1.1499999762,0.9100000262000001,4.1999998093,0.0199999996,16,18,202,1238,1440.0,1498.2599998116998,1.085466954315704,0.0767557017036116,0
45,1624580081,04/26/2016,2826,1.8400000334,11.72,50.0,1402,1.1499999762,0.9100000262000001,1.8300000428999998,0.0099999998,16,18,140,1300,1440.0,1405.8900000453,1.0854743183561963,0.08179871655413617,0
46,1624580081,04/27/2016,8367,5.440000057200001,13.96,74.0,1670,1.1100000143000002,1.8700000047999998,2.4600000381,0.0099999998,17,36,154,1233,1440.0,1675.4400000572,1.1805473573101826,0.06625125425333671,0
47,1624580081,04/28/2016,2759,1.7899999619,11.72,84.0,1401,1.1100000143000002,0.200000003,1.6000000238,0.0099999998,17,5,115,1320,1440.0,1403.9100000411001,1.1667730489154042,0.0790648983387471,0
48,1624580081,04/29/2016,2390,1.5499999522999999,11.74,52.0,1404,1.1100000143000002,0.200000003,1.5499999522999999,0.0099999998,17,5,150,1290,1440.0,1406.8599999696,1.1627827443042336,0.07889910967146592,0
49,1624580081,04/30/2016,6474,4.3000001907,13.83,87.0,1655,0.8999999762,1.2799999714,2.1199998856,0.0099999998,11,23,224,1182,1440.0,1659.2999998332,0.7638835841418828,0.054239738220362314,0
50,1624580081,05/01/2016,36019,28.030000686999998,22.49,107.0,2690,21.920000075999997,4.190000057200001,1.9099999666,0.0199999996,186,63,171,1020,1440.0,2718.0200000998,12.916487271013713,0.806469418002632,1
51,1624580081,05/02/2016,7155,4.9299998283,12.51,87.0,1497,0.8600000143000001,0.5899999738,3.4700000286000003,0.0199999996,7,6,166,1261,1440.0,1501.9200000167002,0.4861043596618064,0.05726004143299493,0
52,1624580081,05/03/2016,2100,1.3700000047999998,11.15,42.0,1334,0.8600000143000001,0.5899999738,1.3400000334,0.0199999996,7,6,96,1344,1440.0,1336.7900000215002,0.48175524080893084,0.06433321720585644,0
53,1624580081,05/04/2016,2193,1.4299999475,11.44,54.0,1368,0.8600000143000001,0.5899999738,1.4199999571000002,0.0199999996,7,6,118,1322,1440.0,1370.8699999452,0.48175524080893084,0.06273388536727613,0
54,1624580081,05/05/2016,2470,1.6100000143000002,11.46,60.0,1370,0.8600000143000001,0.5899999738,1.5800000428999998,0.0199999996,7,6,117,1323,1440.0,1373.0300000310003,0.48175524080893084,0.06263519473577292,0
55,1624580081,05/06/2016,1727,1.1200000048,11.21,52.0,1341,0.8600000143000001,0.5899999738,1.1200000048,0.0099999998,7,6,102,1338,1440.0,1343.5699999929002,0.48175855637614085,0.0640085752364629,0
56,1624580081,05/07/2016,2104,1.3700000047999998,12.32,72.0,1474,0.8600000143000001,0.5899999738,1.3700000047999998,0.0099999998,7,6,182,1258,1440.0,1476.8199999929002,0.48175855637614085,0.05823323182948054,0
57,1624580081,05/08/2016,3427,2.2300000191,11.93,48.0,1427,0.8600000143000001,0.5899999738,2.2200000286000003,0.0099999998,7,6,152,1288,1440.0,1430.6700000167002,0.48175855637614085,0.060111696917525444,0
58,1624580081,05/09/2016,1732,1.1299999952,11.1,42.0,1328,0.8600000143000001,0.5899999738,1.1299999952,0.0099999998,7,6,91,1349,1440.0,1330.5799999833002,0.48175855637614085,0.06463346918718105,0
59,1624580081,05/10/2016,2969,1.9299999475,11.64,44.0,1393,0.8600000143000001,0.5899999738,1.9199999571000002,0.0099999998,7,6,139,1301,1440.0,1396.3699999452,0.48175855637614085,0.06158826201749897,0
60,1624580081,05/11/2016,3134,2.0399999619,11.36,42.0,1359,0.8600000143000001,0.5899999738,2.0399999619,0.0099999998,7,6,112,1328,1440.0,1362.4899999500003,0.48175855637614085,0.06311973037097958,0
62,1644430081,04/12/2016,10694,7.769999980900001,15.81,76.0,3199,0.1400000006,2.2999999523,5.3299999237,0.0099999998,2,51,256,1131,1440.0,3206.7699998766,0.13888792438943323,0.004365763700090351,0
63,1644430081,04/13/2016,8001,5.820000171699999,14.34,82.0,2902,2.2799999713999997,0.8999999762,2.6400001049,0.0099999998,30,16,135,1259,1440.0,2907.8200000525,2.0833188658414983,0.07840925405832669,0
64,1644430081,04/14/2016,11037,8.0200004578,15.94,76.0,3226,0.3600000143,2.5599999428,5.0999999046,0.0099999998,5,58,252,1125,1440.0,3234.0199998617,0.34721981097358307,0.011131657018676295,0
65,1644430081,04/15/2016,5263,3.8299999237,13.59,80.0,2750,0.21999999879999999,0.150000006,3.4500000476999997,0.0099999998,3,4,170,1263,1440.0,2753.8200000525003,0.2083318865841499,0.007988902644174485,0
66,1644430081,04/16/2016,15300,11.119999885999999,17.26,80.0,3493,4.0999999046,1.8799999952000002,5.0900001526,0.0099999998,51,42,212,1135,1440.0,3504.0700000524,3.5416420719305473,0.11700679223128214,0
67,1644430081,04/17/2016,8757,6.3699998855999995,14.88,78.0,3011,2.25,0.5699999928,3.5499999523000003,0.0099999998,29,13,186,1212,1440.0,3017.3699999451,2.013874903646782,0.07456824983482098,0
68,1644430081,04/18/2016,7132,5.190000057200001,13.87,76.0,2806,1.0700000525,1.6699999571000002,2.4500000477,0.0099999998,15,33,121,1271,1440.0,2811.1900000573,1.0416594329207491,0.038062174825543284,0
69,1644430081,04/19/2016,11256,8.1800003052,16.08,78.0,3300,0.3600000143,2.5299999713999997,5.3000001907,0.0099999998,5,58,278,1099,1440.0,3308.1900001763997,0.34721981097358307,0.010882083987945192,0
70,1644430081,04/20/2016,2436,1.7699999809,12.01,70.0,2430,0.3600000143,2.5299999713999997,1.7599999905000001,0.0099999998,5,58,125,1315,1440.0,2434.6499999762,0.3326657839934974,0.014786520210441714,0
71,1644430081,04/21/2016,1223,0.8899999856999999,10.58,72.0,2140,0.3600000143,2.5299999713999997,0.8799999951999999,0.0099999998,5,58,38,1402,1440.0,2143.7699999808997,0.33266578399349744,0.016792846914697353,0
72,1644430081,04/22/2016,3673,2.6700000763,11.58,78.0,2344,0.3600000143,2.5299999713999997,2.6600000858,0.0099999998,5,58,86,1354,1440.0,2349.5500000715,0.3326657839934974,0.015322083560215562,0
73,1644430081,04/23/2016,6637,4.8299999237,13.23,66.0,2677,0.3600000143,0.5799999833,4.25,0.0099999998,5,15,160,1265,1440.0,2682.1899999976,0.3460183666549499,0.013421868484347572,0
74,1644430081,04/24/2016,3321,2.4100000858,11.93,78.0,2413,0.3600000143,0.5799999833,2.4100000858,0.0099999998,5,15,89,1351,1440.0,2416.3500000834,0.3424634077849251,0.014898504533183298,0
75,1644430081,04/25/2016,3580,2.5999999046,12.34,78.0,2497,0.5899999738,0.0599999987,1.9500000477000001,0.0099999998,8,1,94,1337,1440.0,2499.6000000202,0.555551697557733,0.023603775555898227,0
76,1644430081,04/26/2016,9919,7.2100000381,15.43,72.0,3123,0.8000000119,1.7200000286000001,4.690000057200001,0.0099999998,11,41,223,1165,1440.0,3130.2100000977002,0.7638835841418828,0.02555739109756312,0
77,1644430081,04/27/2016,3032,2.2000000477,12.3,76.0,2489,0.8000000119,1.7200000286000001,2.2000000477,0.0099999998,11,41,118,1322,1440.0,2493.7200000882003,0.7372604741256072,0.03208058690918407,0
78,1644430081,04/28/2016,9405,6.8400001526,15.36,72.0,3108,0.200000003,2.3199999332,4.309999942799999,0.0099999998,3,53,227,1157,1440.0,3114.829999879,0.20833188658414986,0.006420896261040548,0
79,1644430081,04/29/2016,3176,2.3099999428,12.34,72.0,2498,0.200000003,2.3199999332,2.3099999428,0.0099999998,3,53,120,1193,1369.0099999998001,2502.829999879,0.21913645627135214,0.007990954360051185,0
80,1644430081,04/30/2016,18213,13.239999770999999,19.01,74.0,3846,0.6299999952,3.1400001049,9.460000038099999,0.0099999998,9,71,402,816,1298.0099999998001,3859.2300001382,0.6933690803615832,0.016324499840057204,0
81,1644430081,05/01/2016,6132,4.4600000381000005,13.32,76.0,2696,0.23999999460000002,0.9900000095,3.2300000191000002,0.0099999998,3,24,146,908,1081.0099999998001,2700.4600000232,0.27751824682478005,0.008887374543519925,0
82,1644430081,05/02/2016,3758,2.7300000191000002,12.53,76.0,2580,0.0700000003,0.3100000024,2.3499999046,0.0099999998,1,7,148,682,838.0099999998,2582.7299999072998,0.11933031825398727,0.0027103104196920494,0
83,1644430081,05/03/2016,12850,9.3400001526,16.41,78.0,3324,0.7200000286,4.0900001526,4.5399999618999995,0.0099999998,10,94,221,1115,1440.0,3333.3500001431003,0.6944396219471661,0.021599892857608424,0
84,1644430081,05/04/2016,2309,1.6799999475,10.98,78.0,2222,0.7200000286,4.0900001526,1.6599999666,0.0199999996,10,94,52,1388,1440.0,2228.4700001478004,0.6476600044042558,0.03230916407006812,0
85,1644430081,05/05/2016,4363,3.1900000572000002,12.18,81.0,2463,0.5199999809,0.5400000215,2.1300001144,0.0099999998,6,12,81,1341,1440.0,2466.1900001168,0.4166637731682998,0.02108515486946961,0
86,1644430081,05/06/2016,9787,7.1199998855999995,16.72,78.0,3328,0.8199999928,0.2700000107,6.0100002289,0.0199999996,11,6,369,1054,1440.0,3335.1000002324004,0.7638782794685528,0.024586968688880686,0
87,1644430081,05/07/2016,13372,9.720000267,16.82,80.0,3404,3.2599999905000003,0.7900000215,5.6700000763,0.0099999998,41,17,243,1139,1440.0,3413.7200000883,2.8472024499833815,0.09549699420033501,0
88,1644430081,05/08/2016,6724,4.8899998665,14.77,80.0,2987,3.2599999905000003,0.7900000215,4.8800001144,0.0099999998,41,17,295,991,1344.0099999998001,2995.9300001264,3.050572540383338,0.1088142910669628,0
89,1644430081,05/09/2016,6643,4.8299999237,14.87,78.0,3008,2.3900001049,0.349999994,2.0899999142,0.0099999998,32,6,303,1099,1440.0,3012.8300000131,2.2222067902309317,0.0793274132589495,0
90,1644430081,05/10/2016,9167,6.6599998474,13.84,84.0,2799,0.8799999951999999,0.8100000023999999,4.9699997902,0.0099999998,12,19,155,1254,1440.0,2805.6599997877997,0.8333275463365994,0.03136516881113738,0
91,1644430081,05/11/2016,1329,0.9700000286,11.65,72.0,1276,0.8799999951999999,0.8100000023999999,0.9499999881,0.0099999998,12,19,49,713,793.0099999998,1278.6399999857001,1.5132217752617276,0.06882312419522629,0
92,1844505072,04/12/2016,6697,4.4299998283,15.07,66.0,2030,0.8799999951999999,0.8100000023999999,4.4299998283,0.0099999998,12,19,339,1101,1440.0,2036.1199998259,0.8157660383003263,0.04321945638151214,0
93,1844505072,04/13/2016,4929,3.2599999905000003,13.81,48.0,1860,0.8799999951999999,0.8100000023999999,3.2599999905000003,0.0099999998,12,19,248,1192,1440.0,1864.9499999881002,0.8157660383003263,0.04718625138505671,0
94,1844505072,04/14/2016,7937,5.25,15.81,74.0,2130,0.8799999951999999,0.8100000023999999,5.2300000191,0.0099999998,12,19,373,843,1247.0099999998001,2136.9200000166998,0.9623018259678691,0.041180764614170064,0
95,1844505072,04/15/2016,3844,2.5399999619,12.81,70.0,1725,0.8799999951999999,0.8100000023999999,2.5399999619,0.0099999998,12,19,176,527,734.0099999998,1729.2299999595002,1.6348551109662361,0.050889702076682114,0
96,1844505072,04/16/2016,3414,2.2599999905000003,12.3,56.0,1657,0.8799999951999999,0.8100000023999999,2.2599999905000003,0.0099999998,12,19,147,1293,1440.0,1660.9499999881002,0.8157660383003263,0.05298172703611214,0
97,1844505072,04/17/2016,4525,2.9900000094999997,13.31,74.0,1793,0.1400000006,0.2599999905,2.5899999142,0.0099999998,2,8,199,1231,1440.0,1795.9899999053,0.13888792438943326,0.007795143659340086,0
98,1844505072,04/18/2016,4597,3.0399999619,13.46,56.0,1814,0.1400000006,0.4799999893,2.5599999428,0.0099999998,2,12,217,1211,1440.0,1817.1799999327,0.13869529337523856,0.007704245072320022,0
99,1844505072,04/19/2016,197,0.1299999952,10.14,36.0,1366,0.1400000006,0.4799999893,0.1299999952,0.0099999998,2,12,10,1430,1440.0,1366.7499999851,0.13755063582783306,0.010243277892923085,0
101,1844505072,04/21/2016,8054,5.3200001717,15.31,68.0,2062,0.11999999730000001,0.5199999809,4.6799998283,0.0099999998,2,13,308,1117,1440.0,2067.3199998065,0.13888792438943323,0.00580461647501267,0
102,1844505072,04/22/2016,5372,3.5499999523000003,13.57,64.0,1827,0.11999999730000001,0.5199999809,3.5499999523000003,0.0099999998,2,13,220,1220,1440.0,1831.1899999304999,0.1374560999580948,0.006553115586288394,0
103,1844505072,04/23/2016,3570,2.3599998951,12.21,54.0,1645,0.11999999730000001,0.5199999809,2.3599998951,0.0099999998,2,13,139,1301,1440.0,1647.9999998732999,0.1374560999580948,0.007281553234783115,0
104,1844505072,04/24/2016,3570,2.3599998951,10.0,10.0,1347,0.11999999730000001,0.5199999809,2.3599998951,0.0099999998,2,13,139,1440,1440.0,1349.9999998732999,0.1254697272915635,0.00888888868972313,0
105,1844505072,04/25/2016,3570,2.3599998951,10.0,10.0,1347,0.11999999730000001,0.5199999809,2.3599998951,0.0099999998,2,13,139,1440,1440.0,1349.9999998732999,0.1254697272915635,0.00888888868972313,0
106,1844505072,04/26/2016,3570,2.3599998951,10.0,10.0,1347,0.11999999730000001,0.5199999809,2.3599998951,0.0099999998,2,13,139,1440,1440.0,1349.9999998732999,0.1254697272915635,0.00888888868972313,0
108,1844505072,04/28/2016,6907,4.5700001717,14.79,68.0,1992,0.11999999730000001,0.5199999809,4.559999942799999,0.0099999998,2,13,302,1138,1440.0,1997.199999921,0.13745609995809477,0.006008411641535483,0
109,1844505072,04/29/2016,4920,3.25,13.78,56.0,1856,0.11999999730000001,0.5199999809,3.25,0.0099999998,2,13,247,1082,1344.0099999998001,1859.8899999782,0.14880841660406527,0.0064519943276971515,0
111,1844505072,05/01/2016,2573,1.7000000477000001,11.44,68.0,1541,0.11999999730000001,0.2599999905,1.4500000477000001,0.0099999998,2,7,75,585,669.0099999998,1542.8300000355002,0.29894919358463967,0.0077779144362787106,0
112,1844505072,05/02/2016,2573,1.7000000477000001,10.01,12.0,1348,0.11999999730000001,0.2599999905,1.4500000477000001,0.0099999998,2,7,75,1440,1440.0,1349.8300000355002,0.13123273469335914,0.008890008171165557,0
113,1844505072,05/03/2016,4059,2.6800000668,12.93,58.0,1742,0.11999999730000001,0.2599999905,2.6800000668,0.0099999998,2,7,184,1256,1440.0,1745.0600000546,0.1380252724274005,0.006876554232877116,0
114,1844505072,05/04/2016,2080,1.3700000047999998,11.5,62.0,1549,0.11999999730000001,0.2599999905,1.3700000047999998,0.0099999998,2,7,87,1353,1440.0,1550.7499999926001,0.1380252724274005,0.007738191023735136,0
115,1844505072,05/05/2016,2237,1.4800000191,11.8,40.0,1589,0.11999999730000001,0.2599999905,1.4800000191,0.0099999998,2,7,120,1320,1440.0,1590.8600000069002,0.1380252724274005,0.007543089731307563,0
123,1927972279,04/12/2016,678,0.46999999880000004,10.83,32.0,2220,0.11999999730000001,0.2599999905,0.46999999880000004,0.0099999998,2,7,55,734,798.0099999998,2220.8499999866003,0.2506234257716697,0.00540333643878353,0
124,1927972279,04/13/2016,356,0.25,10.43,38.0,2151,0.11999999730000001,0.2599999905,0.25,0.0099999998,2,7,32,986,1027.0099999998,2151.6299999878,0.1947400706906836,0.005577166952528103,0
125,1927972279,04/14/2016,2163,1.5,11.55,56.0,2383,0.11999999730000001,0.400000006,1.1000000238,0.0099999998,2,9,88,1292,1391.0099999998,2384.6200000271,0.14378041854481907,0.005032248211397886,0
126,1927972279,04/15/2016,980,0.6800000072,10.77,50.0,2221,0.11999999730000001,0.400000006,0.6800000072,0.0099999998,2,9,51,941,1003.0099999998,2222.2000000105,0.19939980658222736,0.0054000538790132755,0
127,1927972279,04/16/2016,980,0.6800000072,10.0,10.0,2064,0.11999999730000001,0.400000006,0.6800000072,0.0099999998,2,9,51,1440,1440.0,2065.2000000105,0.13315490575963318,0.005810575116181963,0
128,1927972279,04/17/2016,980,0.6800000072,10.0,11.0,2063,0.11999999730000001,0.400000006,0.6800000072,0.0099999998,2,9,51,1440,1440.0,2064.2000000105,0.13315490575963318,0.005813390044539754,0
129,1927972279,04/18/2016,244,0.1700000018,10.23,34.0,2111,0.11999999730000001,0.400000006,0.1700000018,0.0099999998,2,9,17,1423,1440.0,2111.6900000051,0.1378350252582874,0.005682652155368932,0
130,1927972279,04/19/2016,244,0.1700000018,10.0,10.0,2063,0.11999999730000001,0.400000006,0.1700000018,0.0099999998,2,9,17,1440,1440.0,2063.6900000051,0.13623885395877908,0.0058148267084544404,0
131,1927972279,04/20/2016,244,0.1700000018,10.0,10.0,2063,0.11999999730000001,0.400000006,0.1700000018,0.0099999998,2,9,17,1440,1440.0,2063.6900000051,0.13623885395877908,0.0058148267084544404,0
132,1927972279,04/21/2016,244,0.1700000018,10.0,12.0,2064,0.11999999730000001,0.400000006,0.1700000018,0.0099999998,2,9,17,1440,1440.0,2064.6900000051,0.13623885395877908,0.005812010388954448,0
133,1927972279,04/22/2016,149,0.1000000015,10.15,36.0,2093,0.11999999730000001,0.400000006,0.1000000015,0.0099999998,2,9,10,1430,1440.0,2093.6200000048,0.1378350252582874,0.005731699033240267,0
134,1927972279,04/23/2016,2945,2.0399999619,12.11,50.0,2499,0.11999999730000001,0.400000006,2.0399999619,0.0099999998,2,9,145,1295,1440.0,2501.5599999652,0.1378350252582874,0.004797006559973351,0
135,1927972279,04/24/2016,2090,1.4500000477000001,11.27,64.0,2324,0.0700000003,0.23999999460000002,1.1399999856999998,0.0099999998,1,6,75,1358,1440.0,2325.4499999806,0.06944396219471663,0.003010170087535057,0
